OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,State,Zip Code,* CAL FIRE Unit,County,Community,Incident Start Date,Hazard Type,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure &gt; 120 SQFT,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude
68277,Destroyed (>50%),2040.0,Atlas Peak,Road,Unincorporated,CA,0.0,LNU,Napa,,10/8/2017 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Not Applicable,Screened,Fire Resistant,Multi Pane, , , ,,,,1338681.0,1983.0,2040 ATLAS PEAK RD,38.3641385697111,-122.261931551365
15086,Destroyed (>50%),1056.0,Eastridge ,Drive,,CA,,LNU,Napa,Napa ,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,,194828.0,1983.0,1056 EASTRIDGE DR NAPA CA 94558,38.514392630431,-122.181699550335
130038,No Damage,21839.0,Saddle Peak,Road,Topanga,CA,90290.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,30-50',625891.0,1994.0,"21839 SADDLE PEAK RD, TOPANGA, CA 90290",34.0740606,-118.6174005
106430,Destroyed (>50%),3375.0,Marengo,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Tile,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,Unknown,Non Combustible,,,234498.0,1955.0,"3375 MARENGO AVE, ALTADENA, CA 91001",34.2017459,-118.1354639
70310,Destroyed (>50%),11335.0,Pine Summit,Drive,Cobb,CA,0.0,LNU,Lake,,9/12/2015 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,,,,74394.0,,11335 PINE SUMMIT DR COBB CA 95426,38.8147210359432,-122.696722903311
65855,Destroyed (>50%),1928.0,Fountainview,Circle,Santa Rosa,CA,0.0,LNU,Sonoma,Fountaingrove,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Screened,Fire Resistant,Unknown, , , ,,,,397052.0,,1928 FOUNTAINVIEW CIR SANTA ROSA CA 95403,38.4780378920011,-122.717206587559
10406,No Damage,60.0,Aspen Meadows ,Circle,,CA,,LNU,Sonoma,Santa Rosa ,9/27/2020 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,166626.0,1976.0,60 ASPEN MEADOWS CIR SANTA ROSA CA 95409,38.4457017081348,-122.607952778425
10012,Destroyed (>50%),1300.0,BUCKHORN RD,,,CA,,SKU,Siskiyou,HAPPY CAMP,9/8/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1956.0,"1304 BUCKHORN RD, HAPPY CAMP CA 96039",41.8081749999549,-123.386407799935
119395,No Damage,991.0,Rose,Avenue,Pasadena,CA,91107.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,No Eaves,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,47576.0,1946.0,"991 ROSE AVE, PASADENA, CA 91107",34.1632982,-118.0944206
21011,No Damage,14649.0,Big Basin,Way,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,166236.0,1936.0,14649 BIG BASIN WAY BOULDER CREEK CA 95006,37.1354844197353,-122.141419848478
115541,Destroyed (>50%),413.0,Wistaria,Place,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Tile,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,285192.0,1925.0,"413 WISTARIA PL, ALTADENA, CA 91001",34.1942615,-118.1382295
122102,Destroyed (>50%),909.0,Enchanted,Way,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,383660.0,1957.0,"909 ENCHANTED WAY, PACIFIC PALISADES, CA 90272",34.0527289,-118.5489446
84473,Destroyed (>50%),172.0,Hot Springs ,Road,Greenville,CA,95947.0,LMU,Plumas,Greenville ,7/13/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,0-10,,36583.0,,172 HOT SPRINGS RD GREENVILLE CA 95947,40.1401149096844,-120.937792178739
22102,No Damage,14070.0,W Park ,Avenue,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,37.1302214709106,-122.133018093373
126170,Destroyed (>50%),15316.0,Earlham,Street,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Single Pane,Masonry/Concrete,Unknown,No Patio Cover/Carport,Non Combustible,,,1137827.0,1985.0,"15316 EARLHAM ST, PACIFIC PALISADES, CA 90272",34.0375389,-118.5276299
99916,No Damage,24680.0,Piuma,Road,Malibu,CA,90265.0,LAC,Los Angeles,,12/9/2024 12:00:00 AM,Fire,Combination of Actions,Motor Home,Single Residence,0.0,Metal,Unenclosed,No Vents,Metal,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,0-10,,441468.0,2006.0,"24680 PIUMA RD, MALIBU, CA 90265",34.0632075,-118.6710986
14265,No Damage,3241.0,N St Helena ,,,CA,,LNU,Napa,,9/27/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,Combustible,Non Combustible,,,126228.0,,3241 N ST SAINT HELENA CA 94574,38.5312100505816,-122.518727171757
17522,No Damage,3950.0,Meadowbrook ,Lane,,CA,,LNU,Solano,,8/16/2020 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,204179.0,1990.0,3950 MEADOWBROOK LN VACAVILLE CA 95688,38.4326569310787,-122.00803154429
44954,Destroyed (>50%),1208.0,Lovely ,Lane,Paradise Central Southeast A,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,Unknown,Ignition Resistant,Unknown,Wood,No Deck/Porch,Combustible,No Fence,,30-50',120000.0,1932.0,1208  LOVELY LN   PARADISE CA 95969,39.7630577919455,-121.602013992665
24585,Destroyed (>50%),0.0,Barranca Knolls,Road,,CA,,CZU,San Mateo,Pescadero,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,37.2017314057753,-122.288249809552
115657,Destroyed (>50%),1663.0,Gaywood ,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,1.0,Asphalt,Unknown,Unknown,Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,241686.0,1920.0,"1663 GAYWOOD DR, ALTADENA, CA 91001",34.1925971,-118.116682
92039,Destroyed (>50%),6350.0,Baltimore Mine,Road,Foresthill,CA,95631.0,NEU,Placer,,9/6/2022 12:00:00 AM,Fire,,Motor Home,Single Residence,0.0,Other,No Eaves,Unscreened,Vinyl,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,0.0,0.0,"6350 BALTIMORE MINE RD, FORESTHILL, CA 95631",39.01523453,-120.82517905
119407,No Damage,1841.0,Fiske,Avenue,Pasadena,CA,91104.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,<30',468180.0,1950.0,"1841 FISKE AVE, PASADENA, CA 91104",34.1775618,-118.1344131
131152,Destroyed (>50%),435.0,Almar,Avenue,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,Unknown,Combustible,,<30',1295799.0,1977.0,"435 ALMAR AVE, PACIFIC PALISADES, CA 90272",34.0411,-118.5387019
91850,No Damage,20967.0,Barret Smith,Road,Dulzura,CA,91917.0,MVU,San Diego,Dulzura,8/31/2022 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,Wood,Combustible,No Fence,,,135446.0,2010.0,20825 BARRETT SMITH RD DULZURA 91917 CA,32.60930673,-116.69742725
84185,No Damage,900.0,Highway 36,,Chester,CA,96020.0,LMU,Plumas,Chester,7/13/2021 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,0.0,Metal,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,,930 MAIN ST CHESTER CA 96020,40.2899000657879,-121.24581730404
102530,Destroyed (>50%),1701.0,Skyview,Drive,Altadena,CA,91001.0,LAC,Los Angeles,Altadena,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,135944.0,1950.0,"1701 SKYVIEW DR, ALTADENA, CA 91001",34.1949099,-118.1144552
65883,Destroyed (>50%),4020.0,Skyfarm,Drive,Santa Rosa,CA,0.0,LNU,Sonoma,Fountaingrove,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane, , , ,,,,958054.0,,4020 SKYFARM DR SANTA ROSA CA 95403,38.5063829877144,-122.71889873328
6059,No Damage,33071.0,Linson ,Road,,CA,0.0,FKU,Fresno,Tollhouse,9/4/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,97113.0,1992.0,33071 LINSON RD TOLLHOUSE CA 93667,37.0418083581992,-119.386636760497
42020,Destroyed (>50%),6660.0,Quail ,Way,Paradise Northwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,,Asphalt,Enclosed,No Vents,Combustible,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Non Combustible,,,63480.0,1988.0,6660  QUAIL WAY   PARADISE CA 95969,39.7856596477977,-121.598797226244
52770,No Damage,,,,Unincorporated,CA,,LNU,Yolo,Guinda,7/1/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Metal,Unenclosed,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,,2822.0,0.0,CR 53 GUINDA CA 95637,38.8162391814518,-122.209344003953
8694,Destroyed (>50%),60109.0,Huckleblueberry Hill,Lane,,CA,0.0,FKU,Fresno,,9/4/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Wood,Unknown,Unknown,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,0.0,0.0, LAKESHORE CA 93634,37.2407468278516,-119.207920958275
84292,Destroyed (>50%),503.0,Main,Street,Greenville,CA,95947.0,LMU,Plumas,,7/13/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Metal,Unknown,No Vents,Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,28430.0,,503 MAIN ST GREENVILLE CA 95947,40.1417253411882,-120.948207693504
6751,Destroyed (>50%),0.0,North Meadow ,Lane,,CA,0.0,MMU,Madera,North Fork,9/4/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,,,0.0,0.0,MEADOW LN NORTH FORK CA 93643,37.4178157216694,-119.363186335226
104804,No Damage,714.0,Brookside ,Lane,Sierra Madre,CA,91024.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Non Combustible,Combustible,,,172992.0,1984.0,"714 BROOKSIDE LN, SIERRA MADRE, CA 91024",34.1739802,-118.0434702
46363,Destroyed (>50%),5921.0,Hazel ,Way,Paradise Central Southeast A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,Unknown,Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,136318.0,1973.0,5921  HAZEL WAY   PARADISE CA 95969,39.7615670054357,-121.59118704411
49564,Destroyed (>50%),12310.0,Yellow Hill,Road,Unincorporated,CA,,VNC,Ventura,Unknown ,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Metal,Unknown,Unknown,Ignition Resistant,Unknown,Masonry/Concrete,Unknown,Unknown,No Fence,,,382947.0,1995.0,12310 YELLOW HILL RD,34.0788755576035,-118.947395180684
102558,No Damage,1735.0,Outpost,Lane,Pasadena,CA,91107.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,,,640368.0,1981.0,"1735 OUTPOST LN, PASADENA, CA 91107",34.1786384,-118.0908293
101202,No Damage,24120.0,Malibu,Road,Malibu,CA,90265.0,LAC,Los Angeles,,12/9/2024 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unenclosed,Unknown,Wood,Single Pane,Wood,Wood,Unknown,Combustible,,,717794.0,1973.0,"24120 MALIBU RD, MALIBU, CA 90265",34.0312925,-118.7005485
7802,Destroyed (>50%),36224.0,Cressman ,Road,,CA,0.0,FKU,Fresno,,9/4/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,298459.0,1986.0,36224 CRESSMAN RD SHAVER LAKE CA 93664,37.0590133186933,-119.352635891709
72696,Destroyed (>50%),8622.0,Deerbrush,Avenue,WELDON,CA,0.0,KRN,Kern,South Lake,6/24/2016 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,,Fire Resistant,,,Combustible,Unknown, , , ,,,,16313.0,,8622 DEERBRUSH AV WELDON,35.6312149122805,-118.367481871344
7898,No Damage,41372.0,Cedar Ridge ,Lane,,CA,0.0,FKU,Fresno,,9/4/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,0.0,0.0,   ,37.0823428950598,-119.314574542615
39254,Destroyed (>50%),9289.0,Skyway ,Road,Magalia,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Mobile Home Double Wide,Single Residence,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,,<30',1875459.0,1963.0,9289  SKYWAY     MAGALIA CA 95954,39.8036223524403,-121.580774043729
3314,Destroyed (>50%),91.0,Shane ,Court,,CA,0.0,BTU,Butte,,9/9/2020 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,0.0,Metal,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,0-10,,12637.0,1965.0,"91 SHANE CT, BERRY CREEK CA 95916",39.6304531548248,-121.390622293581
128023,Destroyed (>50%),687.0,Palmera,Avenue,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,No Eaves,No Vents,Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,118665.0,1947.0,"687 PALMERA AVE, PACIFIC PALISADES, CA 90272",34.0480568,-118.5384756
40011,Destroyed (>50%),919.0,Waggoner ,Road,Paradise Northwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,Unknown,No Fence,,,132037.0,1953.0,919  WAGGONER RD   PARADISE CA 95969,39.7791642702428,-121.614217282406
63365,Destroyed (>50%),2116.0,Vintage ,Circle,Santa Rosa,CA,0.0,LNU,Sonoma,Fountaingrove,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Unknown,Combustible,Multi Pane, , , ,,,,285953.0,,2116 VINTAGE CIR SANTA ROSA CA 95404,38.4863559833624,-122.707618263965
113457,No Damage,1549.0,Meadowbrook,Road,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Combustible,,,291127.0,1957.0,"1549 MEADOWBROOK RD, ALTADENA, CA 91001",34.1817867,-118.1170913
77284,No Damage,14.0,Timber,Lane,Markleeville ,CA,96120.0,AEU,Alpine,,7/4/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,,,149302.0,,14 TIMBER LN MARKLEEVILLE CA 96120,38.6900374217501,-119.797241480966
62009,Destroyed (>50%),729.0,Alverstone,Avenue,Ventura,CA,0.0,VNC,Ventura,,12/4/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unenclosed,Screened,Fire Resistant,Unknown, , , ,,,,319894.0,1973.0,729 ALVERSTONE AV VENTURA CA 93003,34.289617483063,-119.22244113339
18501,No Damage,148.0,Encinosa,Avenue,,CA,,LNU,Solano,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,161051.0,1978.0,148 ENCINOSA AVE VACAVILLE CA 95688,38.3644274813182,-122.018843993138
51433,Destroyed (>50%),11263.0,Baker,Road,Unincorporated,CA,,SHU,Shasta,Redding ,7/23/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,,42088.0,1964.0,11263 BAKER RD REDDING CA 96003,40.614656187186,-122.429732273115
131563,No Damage,14400.0,W Sunset,Boulevard,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,No Vents,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,2080223.0,1923.0,"14400 W SUNSET BLVD, PACIFIC PALISADES, CA 90272",34.0473831,-118.5116554
58017,Destroyed (>50%),2116.0,Wedgewood,Way,Santa Rosa,CA,0.0,LNU,Sonoma,Fountaingrove,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Screened,Fire Resistant,Multi Pane, , , ,,,,638000.0,,2116 WEDGEWOOD WAY SANTA ROSA CA 95404,38.4903487135671,-122.702721226653
120377,Destroyed (>50%),18325.0,Clifftop,Way,Malibu,CA,90265.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,Combustible,No Fence,,,264805.0,1965.0,"18325 CLIFFTOP WAY, MALIBU, CA 90265",34.0458859,-118.575112
52757,No Damage,15930.0,County road 50,,Unincorporated,CA,,LNU,Yolo,Guinda,7/1/2018 12:00:00 AM,Fire,Both,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,No Vents,Ignition Resistant,Unknown,No Deck/Porch,No Deck/Porch,Non Combustible,Combustible,11-20,<30',220417.0,1980.0,15930 COUNTY ROAD 50 GUINDA CA 95637,38.8271427559467,-122.209830326695
8453,No Damage,39440.0,Solitude ,Lane,,CA,0.0,FKU,Fresno,Shaver Lake ,9/4/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,265000.0,2009.0,39440 SOLITUDE SHAVER LAKE CA 93664,37.0904674738903,-119.343966915655
100310,No Damage,559.0,Crestview,Avenue,Camarillo,CA,93010.0,VNC,Ventura,,11/6/2024 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Wood,No Windows,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Combustible,,,526812.0,1984.0,"559 CRESTVIEW AVE, CAMARILLO, CA 93010",34.2301579,-119.0853221
74075,Destroyed (>50%),0.0,Main Divide Trail,,Unincorporated,CA,0.0,RRU,Riverside,,9/25/2017 12:00:00 AM,Fire,,Infrastructure,Infrastructure,,Fire Resistant,Not Applicable,Screened,Fire Resistant,, , , ,,,,,,,33.8499462017565,-117.653385043074
84332,Destroyed (>50%),310.0,Bush,Street,Greenville,CA,95947.0,LMU,Plumas,,7/13/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Metal,Unknown,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,,,214200.0,,310 BUSH ST GREENVILLE CA 95947,40.1415060089589,-120.946942309527
72519,Destroyed (>50%),9635.0,Lake,Street,Lower Lake,CA,95457.0,LNU,Lake,,8/13/2016 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Combustible,Unenclosed,Unknown,Combustible,Single Pane, , , ,,,,26295.0,,9635 LAKE ST LOWER LAKE CA 95457 9522,38.9130747377434,-122.609490920567
44741,Destroyed (>50%),5655.0,Butte View,Terrace,Paradise Southeast B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Combustible,Single Pane,Wood,Wood,Unknown,No Fence,,,126006.0,1982.0,5655  BUTTE VIEW TE   PARADISE CA 95969,39.7530809940454,-121.582743398767
11137,No Damage,140.0,Pine,Place,,CA,,LNU,Napa,,9/27/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,>30,,732040.0,1959.0,140 PINE PL SAINT HELENA CA 94574,38.5456592712232,-122.467210212246
131189,Destroyed (>50%),14203.0,W Sunset,Boulevard,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,No Vents,Unknown,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,3060000.0,1981.0,"14203 W SUNSET BLVD, PACIFIC PALISADES, CA 90272",34.0516534,-118.5097515
100600,No Damage,2090.0,Sierra Mesa,Drive,Camarillo,CA,93010.0,VNC,Ventura,,11/6/2024 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Metal,No Eaves,"Mesh Screen > 1/8""""",Metal,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,460050.0,1991.0,"2090 SIERRA MESA DR, CAMARILLO, CA 93010",34.2387773,-119.0633109
